item_id,order_id,item_name,quantity,item_price,special_instructions
1221,407,PAD THAI,-1,$21.12,Computer pick morning.
1222,408,chicken tacos  ,1,13.27,
1223,408,Chicken Tacos,1,8.34,
1224,408,chocolate lava cake,3,22.19,
1225,408,Sushi Roll,1,20.13,Hit minute forget would color environmental.
1226,409,french fries,1,27.96,
1227,409,Chocolate Lava Cake,-1,,Wait draw establish security cup member.
1228,409,VEGGIE BOWL,1,,
1229,410,  Veggie Bowl  ,1,,Its charge house magazine citizen.
1230,410,BURGER DELUXE,1,,
1231,410,  Pad Thai  ,3,10.09,
1232,411,Margherita Pizza  ,2,$17.14,
1233,411,  burger deluxe,1,$23.13,
1234,411,French Fries,2,,Attorney cup two author audience.
1235,411,CAESAR SALAD,2,$28.13,Surface report here behind.
1236,412,  burger deluxe,1,13.19,
1237,412,french fries,1,,Support suffer body add they some especially.
1238,412,BURGER DELUXE,-1,25.83,
1239,412,Sushi Roll,1,,
1240,412,bbq ribs,-1,,
1241,413,VEGGIE BOWL,1,$29.47,Partner herself represent training board plant key affect.
1242,414,  Veggie Bowl  ,3,17.59,
1243,414,French Fries,1,,
1244,414,PAD THAI,1,$8.07,Ground military agree machine statement technology.
1245,414,bbq ribs,0,$19.45,
1246,415,  Sushi Roll,2,$21.79,
1247,415,Veggie Bowl,0,$12.15,If major little.
1248,415,chocolate lava cake,-1,14.65,Environmental another senior wide despite indeed prove quickly.
1249,415,caesar salad,2,,
1250,415,  burger deluxe,3,10.08,
1251,416,Burger Deluxe,2,,
1252,416,chocolate lava cake,1,20.98,Too forward hope risk.
1253,416,  burger deluxe,1,14.43,
1254,417,margherita pizza,-1,$20.68,
1255,417,CAESAR SALAD,1,18.09,
1256,417,margherita pizza,1,,
1257,417,chicken tacos  ,0,$5.83,
1258,417,BBQ  Ribs,-1,13.45,
1259,418,  Veggie Bowl  ,-1,$16.08,
1260,418,Chicken  Tacos,1,$8.47,
1261,418,PAD THAI,1,18.26,
1262,418,BURGER DELUXE,-1,14.5,
1263,419,Sushi Roll,1,15.73,
1264,419,  Margherita Pizza,-1,$26.53,
1265,420,VEGGIE BOWL,1,$29.36,
1266,420,sushi roll,-1,14.9,
1267,421,caesar salad,1,,
1268,421,chocolate lava cake,3,,Star finish garden trade reason let.
1269,421,Chicken Tacos,1,,
1270,421,Chicken Tacos,1,,
1271,421,Sushi Roll,2,17.26,
1272,422,bbq ribs,2,13.19,
1273,422,Caesar Salad,1,15.24,Good art approach opportunity.
1274,422,Chicken Tacos,-1,$16.43,Or walk particular over discuss.
1275,422,sushi roll,3,13.89,
1276,422,BBQ  Ribs,1,$20.84,
1277,423,Chocolate Lava Cake,1,14.39,
1278,424,Chicken  Tacos,-1,,
1279,424,chocolate lava cake,1,$4.13,
1280,425,VEGGIE BOWL,1,24.78,
1281,425,sushi roll,0,,
1282,426,  Pad Thai  ,3,9.09,
1283,427,Burger Deluxe,1,12.76,Red ever method foot dream.
1284,428,  Veggie Bowl  ,0,12.29,
1285,429,french fries,3,24.62,
1286,429,FRENCH FRIES,-1,$28.16,Heart just huge high scene.
1287,429,Caesar Salad,-1,13.92,
1288,429,bbq ribs,-1,16.44,
1289,429,Pad Thai,1,6.49,
1290,430,margherita pizza,0,17.25,
1291,431,FRENCH FRIES,3,7.35,
1292,431,  Sushi Roll,1,7.84,Voice around painting.
1293,431,French Fries,2,24.94,
1294,432,VEGGIE BOWL,1,11.44,
1295,432,Chicken  Tacos,3,$25.07,
1296,432,sushi roll,3,,Strong data cup agree personal.
1297,432,  Sushi Roll,1,18.76,
1298,432,margherita pizza,3,27.33,
1299,433,Margherita Pizza  ,-1,19.68,
1300,433,chicken tacos  ,0,,
1301,433,BBQ Ribs,1,,Stock attack seat every consider.
1302,433,  Veggie Bowl  ,0,29.92,
1303,433,Sushi Roll,1,7.68,Usually miss place act concern many sister.
1304,434,bbq ribs,1,,
1305,434,bbq ribs,1,29.91,Season draw glass get manage.
1306,435,bbq ribs,0,$27.6,
1307,435,Sushi Roll,2,22.06,Not water work.
1308,435,Sushi Roll,0,,
1309,436,  Sushi Roll,0,$26.88,
1310,436,  Sushi Roll,1,$11.82,
1311,436,Chocolate Lava Cake,1,17.13,Population serve scene blood realize popular article.
1312,437,Burger Deluxe,1,8.33,
1313,437,PAD THAI,1,,
1314,437,BBQ Ribs,3,,
1315,437,BBQ  Ribs,1,11.87,Opportunity job herself not.
1316,437,PAD THAI,1,6.72,
1317,438,  Sushi Roll,1,$24.94,
1318,438,sushi roll,0,19.25,
1319,439,  Pad Thai  ,1,6.98,Attorney material speak professional.
1320,440,  Veggie Bowl  ,1,12.43,Others deal these success.
1321,441,VEGGIE BOWL,0,28.3,
1322,441,BURGER DELUXE,0,$21.89,
1323,441,BBQ Ribs,1,,
1324,441,margherita pizza,2,$12.95,
1325,442,Caesar Salad,1,15.41,
1326,442,FRENCH FRIES,2,$22.68,Week save yes.
1327,442,bbq ribs,1,8.91,
1328,442,french fries,1,21.87,Blue process firm today piece.
1329,443,chocolate lava cake,1,4.89,Mother bad bit population final player sell.
1330,444,BBQ Ribs,1,6.94,
1331,444,chocolate lava cake,0,$28.33,Lay ago improve recent almost environment about.
1332,444,Burger Deluxe,2,28.41,
1333,444,Chicken Tacos,1,21.33,
1334,444,BBQ  Ribs,1,13.01,
1335,445,  Pad Thai  ,-1,22.27,
1336,445,FRENCH FRIES,1,$21.95,Quickly out statement next movie trip.
1337,446,Sushi Roll,0,28.91,Phone lay series loss enjoy.
1338,446,sushi roll,1,,
1339,446,Chocolate Lava Cake,1,$14.7,
1340,446,bbq ribs,1,$5.12,
1341,446,bbq ribs,1,17.13,
1342,447,BURGER DELUXE,1,19.03,
1343,447,Veggie Bowl,-1,6.57,
1344,447,BBQ Ribs,-1,,
1345,447,chicken tacos  ,2,$15.43,
1346,448,Chicken  Tacos,1,$4.26,
1347,448,Margherita Pizza  ,3,$16.49,Tough pick nothing economy.
1348,448,Margherita Pizza  ,1,,
1349,449,caesar salad,1,,
1350,449,caesar salad,0,27.39,
1351,449,  Sushi Roll,1,$21.56,Player Democrat federal leave read treat then step.
1352,450,BURGER DELUXE,1,4.61,
1353,450,margherita pizza,-1,$13.48,Maintain again region big.
1354,450,caesar salad,1,,
1355,450,french fries,3,$19.68,Picture environment worry all citizen.
1356,451,French Fries,1,24.2,
1357,451,Pad Thai,1,,
1358,451,caesar salad,-1,14.42,
1359,451,Sushi Roll,-1,$5.24,
1360,452,margherita pizza,1,,
1361,453,  Sushi Roll,0,9.16,Society return section practice.
1362,453,bbq ribs,3,19.87,Fly seem thousand military century along.
1363,454,CAESAR SALAD,0,$20.18,
1364,454,Chicken Tacos,0,,Pressure woman respond adult when this raise.
1365,454,French Fries,2,$26.05,
1366,454,margherita pizza,0,14.81,Site whatever century cause.
1367,455,French Fries,3,,General member gas conference somebody.
1368,455,  Margherita Pizza,1,10.15,Sound my wind include own class.
1369,455,  Pad Thai  ,2,5.55,
1370,455,BBQ  Ribs,1,10.28,
1371,455,FRENCH FRIES,3,,
1372,456,BURGER DELUXE,1,,
1373,457,  Margherita Pizza,0,20.26,
1374,457,Sushi Roll,1,,
1375,457,Sushi Roll,1,5.34,Soldier exactly speak record education professor design difficult.
1376,457,Burger Deluxe,3,4.25,
1377,457,margherita pizza,1,19.07,
1378,458,sushi roll,3,28.05,General enter door bag city rather matter.
1379,458,caesar salad,1,23.84,
1380,458,French Fries,3,20.96,
1381,458,Chicken Tacos,1,14.19,
1382,459,  Sushi Roll,0,4.77,Front about force a step direction plant measure.
1383,459,BBQ  Ribs,1,13.07,Hit list past position we yourself.
1384,459,BBQ  Ribs,0,,
1385,459,Chocolate Lava Cake,1,,
1386,460,sushi roll,1,9.74,
1387,460,FRENCH FRIES,2,26.31,Son window by arm.
1388,461,BURGER DELUXE,1,20.97,
1389,461,Margherita Pizza  ,2,,
1390,461,VEGGIE BOWL,1,,
1391,462,  Pad Thai  ,-1,25.32,
1392,462,chocolate lava cake,1,18.59,
1393,462,BBQ Ribs,-1,$4.04,
1394,462,Caesar Salad,-1,$14.53,Nice girl audience for alone performance discuss president.
1395,463,chocolate lava cake,0,$5.81,
1396,463,  Pad Thai  ,2,7.96,Might teacher least administration suddenly police always summer.
1397,463,Pad Thai,2,$22.97,
1398,463,Burger Deluxe,-1,,
1399,464,  Pad Thai  ,1,$29.77,Away structure between soon lawyer page most.
1400,464,Veggie Bowl,1,15.61,Town involve over movie fine.
1401,464,BBQ  Ribs,1,4.5,
1402,465,  Pad Thai  ,1,,
1403,465,Chocolate Lava Cake,-1,6.28,
1404,465,Chocolate Lava Cake,2,10.38,It with animal ago single speak.
1405,466,chicken tacos  ,1,28.01,
1406,467,Chicken Tacos,2,11.32,Interesting movie general government along before happen although.
1407,467,Chicken  Tacos,2,25.88,
1408,467,Sushi Roll,3,19.18,Issue training machine product class discover.
1409,467,BBQ Ribs,0,7.54,
1410,467,french fries,1,$23.1,
1411,468,FRENCH FRIES,3,10.54,Officer card great explain term risk cut.
1412,468,  burger deluxe,3,5.77,
1413,468,Veggie Bowl,-1,29.66,
1414,468,Chicken  Tacos,0,10.59,
1415,469,  burger deluxe,1,21.93,
1416,469,chicken tacos  ,1,9.27,Radio author require.
1417,469,  Pad Thai  ,1,27.44,
1418,469,French Fries,1,$20.05,
1419,469,chicken tacos  ,1,26.86,
1420,470,CAESAR SALAD,1,8.6,
1421,470,PAD THAI,1,,
1422,471,Burger Deluxe,2,$19.48,
1423,471,Veggie Bowl,-1,,Push how hope conference east yet family.
1424,472,Chicken Tacos,1,$23.31,
1425,472,Sushi Roll,2,,
1426,472,  Pad Thai  ,3,,Feeling current yourself conference.
1427,472,  Pad Thai  ,1,28.26,Gun she table.
1428,473,Caesar Salad,1,28.87,
1429,474,sushi roll,-1,28.14,
1430,474,sushi roll,2,$10.73,
1431,474,Chocolate Lava Cake,1,28.79,
1432,474,CAESAR SALAD,1,19.4,
1433,474,margherita pizza,-1,,Save others not I ever him affect speak.
1434,475,Pad Thai,2,5.81,
1435,475,chocolate lava cake,2,7.03,
1436,475,PAD THAI,-1,21.9,
1437,476,Sushi Roll,0,14.87,Method friend two model window speak.
1438,476,sushi roll,1,,
1439,477,chicken tacos  ,3,13.16,
1440,478,  Sushi Roll,0,,
1441,479,PAD THAI,-1,11.64,
1442,479,Pad Thai,1,,
1443,480,VEGGIE BOWL,1,4.81,
1444,480,Chocolate Lava Cake,1,27.49,
1445,480,Burger Deluxe,1,$12.87,
1446,481,PAD THAI,3,10.4,
1447,481,Burger Deluxe,0,23.34,
1448,482,french fries,2,5.67,Seat firm current arm.
1449,482,  burger deluxe,1,$8.71,
1450,483,  burger deluxe,1,,
1451,483,Chicken Tacos,1,12.58,
1452,484,margherita pizza,0,$9.62,Prevent analysis everything study.
1453,485,BBQ Ribs,0,29.98,
1454,485,Margherita Pizza  ,-1,,
1455,486,Sushi Roll,-1,$5.11,
1456,486,Chicken Tacos,1,6.64,
1457,486,chicken tacos  ,2,24.12,
1458,487,  Pad Thai  ,1,23.55,
1459,488,CAESAR SALAD,0,,Business possible similar.
1460,489,french fries,1,,
1461,490,PAD THAI,-1,$18.88,
1462,490,  Sushi Roll,1,$4.46,
1463,490,  burger deluxe,3,$10.07,
1464,491,BURGER DELUXE,1,4.65,Side positive bank its provide sign.
1465,491,bbq ribs,1,$13.61,
1466,492,caesar salad,1,$9.11,Responsibility despite indicate forget court wait.
1467,492,FRENCH FRIES,1,$17.27,Development available speak citizen none no education.
1468,492,  Sushi Roll,0,26.28,A say both make.
1469,493,BURGER DELUXE,1,23.3,
1470,494,PAD THAI,-1,$18.86,Need training mission eye garden ready company.
1471,495,margherita pizza,2,,Race ball movie western industry.
1472,495,caesar salad,1,10.57,
1473,495,margherita pizza,-1,$14.0,
1474,495,chicken tacos  ,1,27.52,
1475,495,Margherita Pizza  ,-1,$7.1,
1476,496,french fries,1,11.31,Eat guess make serious.
1477,496,Sushi Roll,3,21.3,Assume natural population then score.
1478,496,CAESAR SALAD,1,$13.15,
1479,496,chocolate lava cake,1,7.85,
1480,496,  Sushi Roll,1,,Change life one respond activity.
1481,497,sushi roll,1,$4.61,
1482,497,  Veggie Bowl  ,-1,,Operation improve interview beautiful remain.
1483,497,caesar salad,2,29.99,
1484,497,  burger deluxe,1,24.7,
1485,498,Chicken Tacos,-1,,
1486,498,Burger Deluxe,0,$27.18,
1487,499,Caesar Salad,3,,
1488,499,CAESAR SALAD,-1,17.67,Fine gas show blue.
1489,499,sushi roll,3,21.43,Arrive husband will new serve must serve.
1490,499,  Veggie Bowl  ,1,5.87,
1491,499,Veggie Bowl,3,,
1492,500,  Veggie Bowl  ,2,,And ground reveal.
1493,501,VEGGIE BOWL,1,17.66,Spend program enjoy according.
1494,501,Chicken  Tacos,1,,
1495,501,Sushi Roll,1,26.61,Gun some address book appear.
1496,501,Pad Thai,2,5.88,
1497,501,French Fries,3,4.21,
1498,502,Burger Deluxe,1,26.2,
1499,502,Chicken  Tacos,1,11.92,
1500,502,  Pad Thai  ,0,5.14,
1501,503,Sushi Roll,3,24.04,Whatever American outside project tough.
1502,504,chicken tacos  ,3,,
1503,504,BBQ  Ribs,-1,15.25,
1504,504,Chocolate Lava Cake,1,19.42,
1505,505,Burger Deluxe,3,21.6,Day matter artist threat agency although.
1506,505,  Sushi Roll,-1,,Able population set lead science mind manager.
1507,505,Burger Deluxe,1,$8.39,Bad health character off learn write impact.
1508,506,PAD THAI,3,16.29,
1509,507,French Fries,2,21.51,
1510,507,sushi roll,-1,,
1511,507,Chicken Tacos,1,,Class everyone business clearly.
1512,508,chocolate lava cake,3,$12.19,Health day rich between.
1513,508,BBQ Ribs,2,,Figure feel particular sing.
1514,508,VEGGIE BOWL,3,28.05,
1515,508,FRENCH FRIES,2,13.36,Road identify positive arrive effort late.
1516,508,Veggie Bowl,1,$11.42,Get produce manage report red.
1517,509,sushi roll,1,,
1518,510,Veggie Bowl,1,15.34,
1519,510,BURGER DELUXE,-1,9.53,
1520,510,Burger Deluxe,1,$15.76,
1521,510,Chicken Tacos,2,27.03,Father price far act institution.
1522,511,BURGER DELUXE,2,15.44,Note plant career answer soldier rest.
1523,511,Chicken Tacos,3,$23.54,
1524,512,French Fries,3,7.26,
1525,512,Chocolate Lava Cake,1,,Main someone manage continue she section pass pull.
1526,512,Sushi Roll,1,$11.74,
1527,513,Sushi Roll,1,8.78,
1528,513,Veggie Bowl,3,,Hard make toward police.
1529,514,caesar salad,3,$4.04,Yeah across doctor kitchen hit every control.
1530,515,BBQ Ribs,2,$25.62,Woman throw clear exactly side.
1531,515,Burger Deluxe,0,$23.18,Water try bank factor I.
1532,515,BURGER DELUXE,-1,,Return ten consider.
1533,516,  burger deluxe,0,$18.67,
1534,516,Margherita Pizza  ,0,18.7,Key night what life memory president.
1535,516,Pad Thai,1,,View tell parent short include cause other.
1536,517,French Fries,-1,9.39,
1537,518,French Fries,0,$23.56,
1538,518,Margherita Pizza  ,0,$8.97,
1539,518,sushi roll,3,,
1540,518,chocolate lava cake,-1,,
1541,518,Pad Thai,1,$17.15,
1542,519,Pad Thai,1,,
1543,519,French Fries,2,11.06,
1544,519,Pad Thai,3,23.44,
1545,519,Chocolate Lava Cake,1,27.03,
1546,519,French Fries,-1,,Down shake today finally manager.
1547,520,CAESAR SALAD,3,$10.98,Great information give speech.
1548,520,  Margherita Pizza,1,28.57,
1549,520,CAESAR SALAD,1,,They understand including learn.
1550,520,french fries,-1,,
1551,521,  Sushi Roll,-1,12.98,
1552,521,Chicken Tacos,-1,7.05,
1553,521,FRENCH FRIES,1,25.11,
1554,521,Chicken  Tacos,1,12.94,Which nation herself.
1555,521,Burger Deluxe,1,24.82,
1556,522,sushi roll,1,27.07,
1557,522,margherita pizza,-1,$14.37,
1558,522,french fries,1,14.77,
1559,522,  Sushi Roll,3,,
1560,522,BBQ Ribs,1,$16.19,
1561,523,VEGGIE BOWL,3,,
1562,523,Sushi Roll,-1,,
1563,524,Margherita Pizza  ,0,6.89,
1564,524,Margherita Pizza  ,-1,$20.01,Then have activity gas.
1565,524,Burger Deluxe,-1,,
1566,524,Veggie Bowl,1,$28.99,Police give cell nearly.
1567,525,chicken tacos  ,2,$14.53,Task police add.
1568,525,sushi roll,2,22.13,
1569,525,Burger Deluxe,2,5.75,
1570,525,PAD THAI,3,$25.31,
1571,525,bbq ribs,-1,24.26,
1572,526,Chicken  Tacos,0,9.88,
1573,526,Margherita Pizza  ,-1,,Opportunity lose best.
1574,526,caesar salad,1,$8.54,
1575,526,VEGGIE BOWL,1,8.48,Medical decide first near represent space left.
1576,526,chicken tacos  ,0,19.18,
1577,527,  Veggie Bowl  ,1,,
1578,527,Caesar Salad,1,,Hotel remember ten there.
1579,527,  Pad Thai  ,-1,$29.73,
1580,527,  Sushi Roll,0,20.01,Mr call ask give officer real develop.
1581,527,Sushi Roll,1,12.22,
1582,528,FRENCH FRIES,1,$15.82,
1583,528,BBQ  Ribs,2,25.93,
1584,528,BURGER DELUXE,3,$17.5,
1585,529,  Pad Thai  ,2,29.1,Two listen perhaps story maybe.
1586,530,  Veggie Bowl  ,2,,
1587,530,CAESAR SALAD,1,27.83,
1588,530,  burger deluxe,1,,
1589,531,BURGER DELUXE,-1,11.63,
1590,531,caesar salad,2,,
1591,531,BBQ Ribs,2,$24.09,
1592,531,Chicken Tacos,1,16.44,
1593,531,BURGER DELUXE,0,25.41,Finish indeed management middle school.
1594,532,Margherita Pizza  ,-1,22.82,
1595,532,  Pad Thai  ,1,6.93,
1596,532,margherita pizza,1,15.59,
1597,533,Chicken  Tacos,1,$13.0,Against true provide sort tree product benefit senior.
1598,534,FRENCH FRIES,-1,,
1599,534,Burger Deluxe,2,12.26,
1600,534,Chicken  Tacos,0,19.7,
1601,534,bbq ribs,1,15.02,
1602,535,Margherita Pizza  ,1,$6.49,
1603,535,chicken tacos  ,-1,$11.61,
1604,535,Burger Deluxe,-1,$26.14,
1605,535,BURGER DELUXE,-1,6.31,
1606,536,bbq ribs,-1,18.08,
1607,537,Burger Deluxe,-1,4.29,
1608,537,sushi roll,1,,
1609,537,Caesar Salad,2,,Front cell spend American property.
1610,538,french fries,3,$13.72,
1611,539,FRENCH FRIES,3,$13.41,Home serve south according meeting.
1612,539,sushi roll,0,,Everything everybody assume.
1613,539,BURGER DELUXE,-1,9.32,
1614,539,BBQ  Ribs,1,28.92,Story hit cut state team.
1615,540,French Fries,0,$4.86,
1616,540,FRENCH FRIES,1,,Run test race success we fill.
1617,540,BURGER DELUXE,0,$10.98,Window thus current foreign must type choice.
1618,541,chocolate lava cake,2,$12.87,
1619,541,BBQ  Ribs,2,21.25,
1620,541,PAD THAI,1,$8.86,
1621,541,sushi roll,3,$10.1,Involve officer behind need listen should.
1622,542,FRENCH FRIES,2,5.96,
1623,542,  Veggie Bowl  ,0,,
1624,542,Veggie Bowl,1,$6.75,
1625,542,bbq ribs,3,$12.22,
1626,543,CAESAR SALAD,1,9.55,
1627,543,FRENCH FRIES,1,,
1628,543,  Veggie Bowl  ,2,$10.09,Threat film personal.
1629,543,Sushi Roll,2,,Sort long century interview make middle.
1630,544,BBQ Ribs,1,,
1631,544,BBQ Ribs,1,10.56,Many six artist.
1632,544,  Sushi Roll,2,26.06,
1633,544,  Margherita Pizza,3,16.37,
1634,544,Sushi Roll,-1,$20.01,Century serve also risk would our year.
1635,545,Veggie Bowl,1,27.78,
1636,546,Caesar Salad,1,4.06,Camera agency company beat conference.
1637,546,BBQ  Ribs,2,28.58,
1638,546,Burger Deluxe,-1,27.18,
1639,546,caesar salad,1,24.26,
1640,546,FRENCH FRIES,1,$28.61,Happen door ready simply tend leader.
1641,547,  Sushi Roll,0,8.24,
1642,547,Chicken  Tacos,2,$26.09,Issue tonight list office threat last spend.
1643,548,CAESAR SALAD,3,15.8,Out tough far just.
1644,548,BBQ Ribs,1,$6.65,
1645,549,french fries,3,27.66,
1646,549,BBQ Ribs,1,18.97,Exist authority student available.
1647,549,  burger deluxe,-1,$4.17,
1648,549,French Fries,1,20.78,From institution four direction professor fall light.
1649,549,french fries,1,28.08,
1650,550,FRENCH FRIES,2,$11.77,
1651,550,Chocolate Lava Cake,1,$6.91,
1652,550,Burger Deluxe,3,$23.82,Small unit build yet.
1653,550,Chocolate Lava Cake,2,18.34,On natural must control firm positive federal.
1654,551,chocolate lava cake,1,$5.68,
1655,551,CAESAR SALAD,1,,
1656,551,  Sushi Roll,1,11.06,
1657,551,bbq ribs,1,7.24,Fast prove find wrong military lose society move.
1658,551,BBQ Ribs,-1,,
1659,552,Pad Thai,3,,
1660,552,Veggie Bowl,1,13.17,
1661,552,French Fries,2,,
1662,553,Margherita Pizza  ,3,13.13,Outside economic great memory always safe.
1663,554,Chocolate Lava Cake,0,$28.21,
1664,554,  burger deluxe,3,,Late weight soldier money likely receive church go.
1665,554,chocolate lava cake,1,$10.06,
1666,555,  Sushi Roll,1,,
1667,555,  burger deluxe,-1,22.51,
1668,556,CAESAR SALAD,1,10.87,
1669,556,VEGGIE BOWL,1,22.22,
1670,556,chicken tacos  ,3,19.22,View hard enjoy listen answer evidence culture.
1671,556,Margherita Pizza  ,1,9.74,First program task.
1672,556,  Veggie Bowl  ,3,$15.91,
1673,557,Caesar Salad,1,$26.46,
1674,557,BURGER DELUXE,1,16.98,Answer Democrat table black color find staff.
1675,557,VEGGIE BOWL,-1,,Suddenly smile leader already away our use business.
1676,558,Chocolate Lava Cake,2,,
1677,558,Burger Deluxe,0,$19.56,
1678,558,sushi roll,1,,Individual center control structure month.
1679,558,FRENCH FRIES,2,,Big father note authority current garden understand.
1680,558,Chocolate Lava Cake,1,25.62,
1681,559,Sushi Roll,1,9.56,
1682,559,margherita pizza,-1,14.34,One experience environment from operation adult provide.
1683,559,bbq ribs,-1,24.58,
1684,559,French Fries,1,17.74,
1685,560,French Fries,1,13.92,
1686,560,PAD THAI,1,18.57,
1687,560,BURGER DELUXE,1,$15.55,
1688,560,  Sushi Roll,3,6.27,
1689,561,Pad Thai,1,,
1690,562,PAD THAI,2,16.19,
1691,562,margherita pizza,0,29.5,
1692,562,Chocolate Lava Cake,1,$15.63,During magazine style more.
1693,562,  Pad Thai  ,1,,Involve national hold run force speak medical.
1694,562,  Veggie Bowl  ,2,,
1695,563,  Veggie Bowl  ,1,10.8,
1696,563,Margherita Pizza  ,1,$11.78,
1697,563,French Fries,1,,
1698,564,  Sushi Roll,1,16.18,Office door fall which government.
1699,564,BBQ Ribs,3,19.13,Look measure somebody even figure design miss.
1700,564,VEGGIE BOWL,0,25.15,
1701,564,bbq ribs,-1,6.43,Successful population material religious.
1702,564,caesar salad,3,$22.76,
1703,565,Veggie Bowl,-1,,Perhaps blue know he.
1704,565,Burger Deluxe,1,$27.62,Assume manager run option center push.
1705,565,Margherita Pizza  ,-1,28.69,Difference people prevent.
1706,566,Burger Deluxe,1,15.57,
1707,566,french fries,2,18.06,
1708,566,  Pad Thai  ,1,14.39,Single region people indeed.
1709,566,chicken tacos  ,1,27.19,
1710,567,Caesar Salad,3,,
1711,568,caesar salad,1,11.94,
1712,569,  Veggie Bowl  ,3,$13.69,
1713,569,sushi roll,1,10.82,
1714,569,  Veggie Bowl  ,0,$19.85,
1715,569,margherita pizza,3,$11.7,Weight glass stand probably system spend draw.
1716,569,Pad Thai,-1,$6.21,
1717,570,BBQ Ribs,3,23.86,
1718,571,  Veggie Bowl  ,1,5.31,
1719,571,BBQ Ribs,-1,$16.13,New name recent institution task.
1720,571,  Pad Thai  ,1,$17.26,
1721,571,BBQ  Ribs,0,$27.69,
1722,571,CAESAR SALAD,-1,19.45,
1723,572,Burger Deluxe,0,26.13,Piece yeah music large day.
1724,572,chocolate lava cake,1,17.89,Provide model matter within quite there standard other.
1725,572,french fries,2,20.11,
1726,573,PAD THAI,1,$29.23,
1727,573,French Fries,3,4.19,
1728,573,french fries,1,,
1729,574,caesar salad,1,7.34,
1730,575,CAESAR SALAD,0,$9.21,
1731,576,BBQ  Ribs,1,4.57,Involve kind else mother use.
1732,576,Burger Deluxe,2,13.79,Include line memory something trial officer.
1733,577,Chocolate Lava Cake,1,5.63,Ahead performance toward modern hit.
1734,577,Burger Deluxe,2,,
1735,577,CAESAR SALAD,1,20.47,Blood know wait.
1736,577,Burger Deluxe,2,27.56,
1737,577,caesar salad,1,$16.52,
1738,578,  burger deluxe,1,,
1739,578,caesar salad,0,28.34,Policy Democrat run standard wear certain watch.
1740,578,Margherita Pizza  ,1,,
1741,578,BURGER DELUXE,1,,
1742,578,  burger deluxe,0,14.26,Tree provide music on month either similar.
1743,579,BBQ Ribs,0,,Finish real fact discover free give.
1744,579,chicken tacos  ,1,$6.27,
1745,579,Burger Deluxe,2,,
1746,580,CAESAR SALAD,-1,28.21,Clear perform middle country.
1747,581,sushi roll,-1,10.41,Really officer parent project record situation on behind.
1748,581,Burger Deluxe,1,16.0,Hope represent bag cut education contain fear.
1749,581,  Margherita Pizza,1,9.36,Table market word middle meeting today.
1750,581,bbq ribs,1,$19.99,
1751,581,  Margherita Pizza,-1,$25.15,
1752,582,BBQ Ribs,-1,$10.27,
1753,583,Veggie Bowl,1,9.27,
1754,583,  Sushi Roll,1,,
1755,584,margherita pizza,1,13.06,Together nothing piece price mention who.
1756,584,Chicken  Tacos,3,19.44,
1757,584,PAD THAI,0,$7.75,Administration operation it not model choice foreign knowledge.
1758,584,  Veggie Bowl  ,2,,
1759,584,BBQ Ribs,3,5.47,Young while car side.
1760,585,  burger deluxe,1,4.85,
1761,585,caesar salad,-1,,
1762,585,BBQ  Ribs,3,6.59,
1763,585,FRENCH FRIES,0,,
1764,586,caesar salad,3,$14.03,
1765,586,  Sushi Roll,3,$13.68,
1766,586,chicken tacos  ,1,$16.31,Style school leave old tell PM see.
1767,586,BBQ Ribs,3,8.53,
1768,586,  Sushi Roll,2,21.85,
1769,587,French Fries,0,$25.9,
1770,588,VEGGIE BOWL,1,,
1771,588,Pad Thai,-1,28.95,
1772,588,French Fries,2,$24.1,
1773,588,French Fries,0,,
1774,589,caesar salad,0,$15.72,
1775,589,Chicken Tacos,0,17.76,Beautiful peace never follow learn account how.
1776,589,caesar salad,3,11.39,Million where probably form purpose could tough spend.
1777,589,BBQ  Ribs,2,24.88,Everybody turn interest case staff.
1778,590,margherita pizza,2,,
1779,590,  Sushi Roll,0,19.74,
1780,590,  Veggie Bowl  ,2,28.05,
1781,590,bbq ribs,1,27.81,
1782,590,French Fries,1,,
1783,591,caesar salad,3,$20.71,Assume thing message lawyer staff theory.
1784,591,Chicken Tacos,3,$28.24,
1785,591,FRENCH FRIES,1,7.06,
1786,592,Burger Deluxe,1,$9.72,Wife figure admit test.
1787,592,margherita pizza,1,,
1788,592,Chocolate Lava Cake,3,7.93,
1789,592,caesar salad,3,$9.63,Street leave recent.
1790,592,caesar salad,1,$27.72,
1791,593,Burger Deluxe,-1,,
1792,593,Margherita Pizza  ,0,,
1793,593,Margherita Pizza  ,1,,Process throughout little hard use always truth.
1794,594,sushi roll,0,28.47,
1795,594,Chicken Tacos,0,$15.79,
1796,594,Veggie Bowl,3,15.3,
1797,595,Caesar Salad,1,19.81,They TV ball they today fall.
1798,595,Veggie Bowl,0,,
1799,595,Sushi Roll,1,$5.16,Physical thing author challenge professor eat expert.
1800,596,  Sushi Roll,2,11.68,
1801,596,Burger Deluxe,0,$16.32,Approach safe thank example size hotel.
1802,596,Caesar Salad,2,8.9,
1803,596,Burger Deluxe,0,$9.27,
1804,597,chocolate lava cake,0,$29.75,
1805,597,french fries,3,26.61,
1806,597,BBQ  Ribs,2,$9.32,
1807,598,FRENCH FRIES,1,20.26,
1808,599,BURGER DELUXE,-1,26.58,
1809,599,margherita pizza,0,$5.74,Like effort anything list.
